SEQUENTIAL
1001;6601;[authentication username=1001 password=123456]
1002;6601;[authentication username=1002 password=123456]
1003;6601;[authentication username=1003 password=123456]
1004;6601;[authentication username=1004 password=123456]
1005;6601;[authentication username=1005 password=123456]
1006;6601;[authentication username=1006 password=123456]
1007;6601;[authentication username=1007 password=123456]
1008;6601;[authentication username=1008 password=123456]    
1009;6601;[authentication username=1009 password=123456]
1010;6601;[authentication username=1010 password=123456]
1011;6601;[authentication username=1011 password=123456]
1012;6601;[authentication username=1012 password=123456]
1013;6601;[authentication username=1013 password=123456]
1014;6601;[authentication username=1014 password=123456]
1015;6601;[authentication username=1015 password=123456]
1016;6601;[authentication username=1016 password=123456]
1017;6601;[authentication username=1017 password=123456]
1018;6601;[authentication username=1018 password=123456]
1019;6601;[authentication username=1019 password=123456]
1020;6601;[authentication username=1020 password=123456]
1021;6601;[authentication username=1021 password=123456]
1022;6601;[authentication username=1022 password=123456]
1023;6601;[authentication username=1023 password=123456]
1024;6601;[authentication username=1024 password=123456]
1025;6601;[authentication username=1025 password=123456]
1026;6601;[authentication username=1026 password=123456]
1027;6601;[authentication username=1027 password=123456]
1028;6601;[authentication username=1028 password=123456]
1029;6601;[authentication username=1029 password=123456]
1030;6601;[authentication username=1030 password=123456]
